p_index,people_involved
126390,"[(('kas₃-pu-ša', 'šagia[cup-bearer]'), ""['representative']"", 7), (('ad-da-kal-la', 'dubsar[scribe]'), ""['intermediary']"", 18), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 37), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 16), (('ur-sa₆-ga', 'lu[person]'), ""['representative']"", 1), (('du-u₂-du', 'PN'), ""['source']"", 1)]"
122883,"[(('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 233), (('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 234), (('{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 98), (('{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 99), (('be-li₂-a-zu', 'None'), ""['recipient']"", 22), (('šu-er₃-ra', 'None'), ""['source']"", 27), (('šu-er₃-ra', 'None'), ""['source']"", 28), (('dingir-ba-ni', 'None'), ""['recipient']"", 8)]"
123350,"[(('lu₂-{d}utu', 'None'), ""['intermediary']"", 17), (('lugal-ezem', 'None'), ""['intermediary']"", 11), (('a-bi₂-du₁₀', 'None'), ""['intermediary']"", 5), (('ur-{d}nin-geš-zi-da', 'None'), ""['intermediary']"", 4), (('na-sa₆', 'None'), ""['source']"", 219), (('dingir-mu-tab-bil₂', 'None'), ""['intermediary']"", 1), (('ur-al-la', 'None'), ""['intermediary']"", 4), (('ur-lugal', 'None'), ""['intermediary']"", 8), (('šu-{d}iškur', 'None'), ""['intermediary']"", 8), (('šu-da-da', 'None'), ""['intermediary']"", 6), (('gu₃-de₂-a', 'None'), ""['intermediary']"", 3)]"
117303,"[(('ur-nigar{gar}', 'None'), ""['recipient']"", 294), (('da-a-a-ni', 'None'), ""['representative']"", 7), (('nir-i₃-da-gal₂', 'None'), ""['new owner']"", 5), (('šeš-da-da', 'FN'), ""['new owner']"", 24), (('na-sa₆', 'PN'), ""['source']"", 69)]"
124451,"[(('ha-ši-pa₂-tal', 'None'), ""['new owner']"", 1), (('amar-{d}da-mu', 'None'), ""['new owner']"", 3), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 118), (('na-sa₆', 'PN'), ""['source']"", 113), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 41), (('lugal-ma₂-gur₈-re', 'sukkal[secretary]'), ""['representative']"", 4)]"
107568,"[(('zu₂-ga-li', 'None'), ""['source']"", 14), (('nu-ur₂-{d}suen', 'None'), ""['intermediary']"", 49), (('šu-e₂-a', 'sukkal[secretary]'), ""['representative']"", 5), (('ib-ni-{d}iškur', 'šarrabdu[administrator]'), ""['intermediary']"", 2), (('nu-ur₂-{d}suen', 'šatam[official]'), ""['intermediary']"", 2)]"
106284,"[(('a-hu-šu-ni', 'sukkal[secretary]'), ""['intermediary']"", 0), (('šu-ma-ma', 'PN'), ""['source']"", 0), (('dingir-dan', 'sukkal[secretary]'), ""['representative']"", 11), (('ur-{d}šar-ru-gin₇', 'sukkal[secretary]'), ""['intermediary']"", 0), (('{d}šul-gi-iri-mu', 'None'), ""['intermediary']"", 118)]"
100986,"[(('{d}nanna-igi-du', 'šagia[cup-bearer]'), ""['representative']"", 1), (('a]-ba-{d}en-lil₂-gin₇', 'None'), ""['source']"", 0), (('ur-sukkal', 'sukkal[secretary]'), ""['intermediary']"", 0), (('lu₂-{d}nin-šubur', 'dubsar[scribe]'), ""['intermediary']"", 0), (('ARAD₂-mu', 'None'), ""['representative']"", 6), (('tu-ra-am-{d}da-gan', 'None'), ""['representative']"", 0)]"
129517,"[(('eš₁₈?-dar?-dingir-šu', 'None'), ""['source']"", 1), (('be-li₂-a-zu', 'None'), ""['recipient']"", 39), (('be-li₂-a-zu', 'None'), ""['recipient']"", 40), (('be-li₂-a-zu', 'None'), ""['recipient']"", 41), (('ur-[...]', 'None'), ""['intermediary']"", 8)]"
104135,"[(('ur-mes', 'None'), ""['recipient']"", 16), (('ur-{d}iškur', 'None'), ""['intermediary']"", 3), (('ma-ba', 'None'), ""['intermediary']"", 0), (('lugal-ezem', 'None'), ""['recipient']"", 3), (('igi-an-še₃', 'None'), ""['intermediary']"", 0), (('lu₂-dingir-ra', 'None'), ""['recipient']"", 95), (('lu₂-{d}inanna', 'None'), ""['intermediary']"", 2), (('šu-{d}nisaba', 'None'), ""['intermediary']"", 0), (('sa₃-si₂', 'None'), ""['source', 'recipient']"", 5), (('sa₃-si₂', 'None'), ""['source', 'recipient']"", 6), (('ur-{d}šul-pa-e₃', 'None'), ""['recipient']"", 3), (('a-a-dingir', 'None'), ""['intermediary']"", 8), (('šu-e₂-a', 'None'), ""['intermediary']"", 1), (('du₁₀-i₃-li₂', 'None'), ""['recipient']"", 0), (('du₁₀-i₃-li₂', 'None'), ""['recipient']"", 1), (('du₁₀-i₃-li₂', 'None'), ""['recipient']"", 2), (('a-la-mu', 'None'), ""['intermediary']"", 3), (('ur-{d}iškur', 'šabra[administrator]'), ""['intermediary']"", 0)]"
117295,"[(('{d}šul-gi-i₃-li₂', 'None'), ""['source']"", 44), (('ARAD₂-mu', 'None'), ""['representative']"", 245), (('lu₂-du₁₀-ga', 'šagia[cup-bearer]'), ""['representative']"", 1), (('šeš-da-da', 'šarrabdu[administrator]'), ""['intermediary']"", 0), (('{d}šu-{d}suen-la-ma-ha-ar', 'šagia[cup-bearer]'), ""['representative']"", 10)]"
113462,"[(('i-di₃-{d}suen', 'None'), ""['new owner']"", 2), (('šu-{d}en-lil₂', 'None'), ""['new owner']"", 0), (('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 53), (('a-a-kal-la', 'None'), ""['representative']"", 41), (('na-sa₆', 'PN'), ""['source']"", 56)]"
108681,"[(('ur-mes', 'None'), ""['source']"", 71), (('ur-{d}iškur', 'None'), ""['source']"", 7), (('šu-{d}nisaba', 'None'), ""['source']"", 1), (('ur-{d}ig-alim', 'None'), ""['source']"", 8), (('ur-{d}suen', 'None'), ""['source']"", 12), (('{d}nanna-i₃-sa₆', 'None'), ""['source']"", 0), (('a-da-lal₃', 'None'), ""['source']"", 5)]"
129505,"[(('lu₂-[x]', 'None'), ""['intermediary']"", 2), (('lu₂-iri-ki', 'None'), ""['intermediary']"", 1), (('a-hu-wa-qar', 'None'), ""['representative']"", 7), (('sa₃-si₂', 'None'), ""['intermediary']"", 47), (('sa₃-si₂', 'None'), ""['intermediary']"", 48), (('ur-ga₂-gi₄-a', 'None'), ""['intermediary']"", 0)]"
104131,"[(('lu₂-dingir-ra', 'None'), ""['source']"", 94), (('ka₅-a-mu', 'None'), ""['intermediary']"", 4), (('ab-ba-kal-la', 'None'), ""['source']"", 4), (('sa₃-si₂', 'None'), ""['source']"", 4), (('lugal', 'None'), ""['new owner']"", 1), (('lu₂-{d}en-lil₂-la₂', 'None'), ""['source']"", 0)]"
108006,"[(('ur-nigar{gar}', 'None'), ""['new owner']"", 159), (('{d}en-lil₂-la₂', 'kurušda[fattener]'), ""['new owner']"", 0), (('ur-sukkal', 'None'), ""['new owner']"", 2), (('lugal-[...]', 'None'), ""['new owner']"", 1), (('ku₃-{d}nin-gal', 'None'), ""['new owner']"", 0)]"
121721,"[(('lu₂-{d}nanna', 'dumu[child]'), ""['recipient']"", 0), (('{d}utu-ba-ni', 'ensik[ruler]'), ""['recipient']"", 3), (('lu₂-{d}nanna', 'šabra[administrator]'), ""['recipient']"", 5), (('ur-{d}nin-geš-zi-da', 'None'), ""['recipient']"", 2), (('ur-{d}ba-ba₆', 'None'), ""['recipient']"", 97), (('kur-bi-la-ak', 'None'), ""['recipient']"", 7), (('ur-{d}suen', 'None'), ""['recipient']"", 20), (('ur-{d}nin-kur-ra', 'ensik[ruler]'), ""['recipient']"", 2), (('{d}utu-bar-ra', 'None'), ""['recipient']"", 3), (('{d}utu-bar-ra', 'None'), ""['recipient']"", 4), (('ib-ni-{d}suen', 'None'), ""['recipient']"", 6), (('šu-er₃-ra', 'None'), ""['recipient']"", 23)]"
105848,"[(('er₃-re-šum', 'None'), ""['intermediary']"", 1), (('ur-al-la', 'None'), ""['intermediary']"", 2), (('ur-lugal', 'None'), ""['intermediary']"", 4), (('šu-er₃-ra', 'None'), ""['source']"", 13), (('a-da-lal₃', 'None'), ""['intermediary']"", 4)]"
116199,"[(('na-ra-am-i₃-li₂', 'None'), ""['representative']"", 57), (('na-ra-am-i₃-li₂', 'None'), ""['representative']"", 58), (('na-ra-am-i₃-li₂', 'None'), ""['representative']"", 59), (('i₃-la-bu-ni-ga-du', 'None'), ""['recipient']"", 0), (('i₃-la-bu-ni-ga-du', 'None'), ""['recipient']"", 1), (('i₃-la-bu-ni-ga-du', 'None'), ""['recipient']"", 2)]"
123507,"[(('ik-šu-dum', 'None'), ""['new owner']"", 0), (('a-a-kal-la', 'None'), ""['representative']"", 63), (('lu₂-sun₂-zi-da', 'None'), ""['new owner']"", 1), (('na-sa₆', 'PN'), ""['source']"", 97), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 37)]"
