,Name,id_word,role,profession,CDLI No
12875,na-ba-sa₆[]PN,P125022.7.2,intermediary,,P125022
12876,lu₂-dingir-ra[]PN,P125022.8.1,recipient,,P125022
12877,in-ta-e₃-a-ta[]PN,P416206.8.2,source,,P416206
12878,{d}nanna-ma-ba[]PN,P416206.10.2,intermediary,dubsar[scribe]N,P416206
12879,{d}nanše-GIR₂@g-gal[]PN,P105840.7.1,representative,,P105840
12880,na-lu₅-ta[]PN,P105840.10.2,source,,P105840
12881,{d}amar-{d}suen[]PN,P105840.13.2,,lugal[king]N,P105840
12882,ab-ba-sa₆-ga-ta[]PN,P212074.5.2,source,,P212074
12883,lu₂-dingir-ra[]PN,P212074.6.1,recipient,,P212074
12884,lu₂-dingir-ra[]PN,P107798.11.1,recipient,,P107798
12885,{d}en-lil₂-la₂[]PN,P107798.14.3,,,P107798
12886,a-hu-ni-ta[]PN,P103304.15.2,source,,P103304
12887,ur-nigar{gar}[]PN,P103304.16.1,recipient,,P103304
12888,{d}en-lil₂-la₂[]PN,P103155.6.1,recipient,,P103155
12889,na-sa₆[]PN,P103155.9.1,recipient,,P103155
12890,{d}nanše-kam[]PN,P103155.10.3,,,P103155
12891,šar-ru-um-i₃-li₂[]PN,P235383.3.3,,,P235383
12892,{d}nanna-mu-dah[]PN,P235383.4.3,,,P235383
12893,ur-nigar{gar}[]PN,P235383.5.3,,,P235383
12894,ri-ni-si-in[]PN,P235383.7.1,,,P235383
12895,šu-{d}suen[]PN,P235383.10.1,,,P235383
12896,{d}en-ki[]PN,P406852.3.3,,,P406852
12897,ARAD₂-mu[]PN,P406852.5.2,new owner,,P406852
12898,ba-ba-an-še-en[]PN,P406852.6.1,representative,,P406852
12899,ab-ba-sa₆-ga-ta[]PN,P406852.9.2,source,,P406852
12900,dingir-dan[]PN,P104560.9.1,,sukkal[secretary]N,P104560
12901,{d}amar-{d}suen[]PN,P104560.18.1,,,P104560
12902,ur-{d}suen[]PN,P123322.6.1,,,P123322
12903,e₂-a-i₃-li₂[]PN,P123322.8.1,,,P123322
12904,nu-ur₂-{d}da-gan[]PN,P134168.8.2,,ensik[ruler]N,P134168
12905,lu₂-sa₆-ga[]PN,P134168.12.1,recipient,,P134168
12906,u₂-ta₂-mi-šar-ra-am[]PN,P126505.14.1,representative,,P126505
12907,šul-ga₂-a-ad[]PN,P126505.17.1,,lu[person]N,P126505
12908,šu-{d}šul-gi[]PN,P126505.18.2,intermediary,sukkal[secretary]N,P126505
12909,mar-hu-ni[]PN,P126505.19.4,,lu[person]N,P126505
12910,ra-ab-hu-ti[]PN,P126505.20.2,intermediary,sukkal[secretary]N,P126505
12911,er₃-mu[]PN,P126505.21.1,representative,,P126505
12912,en-dingir-mu-ta[]PN,P126505.24.2,source,,P126505
12913,in-ta-e₃-a[]PN,P129421.9.1,new owner,,P129421
12914,ab-ba-sa₆-ga-ta[]PN,P320942.5.2,source,,P320942
12915,na-lu₅[]PN,P320942.7.1,recipient,,P320942
12916,{d}amar-{d}suen[]PN,P320942.9.2,,lugal[king]N,P320942
12917,uš-mu[]PN,P414541.5.2,intermediary,lu[person]N,P414541
12918,na-lu₅-ta[]PN,P414541.7.2,source,,P414541
12919,uš-mu[]PN,P414541.15.1,,lu[person]N,P414541
12920,ur-{d}lugal-edin-ka[]PN,P101377.6.2,,,P101377
12921,in-ta-e₃-a-ta[]PN,P211513.12.2,source,,P211513
12922,ab-ba-sa₆-ga-ta[]PN,P124004.5.2,source,,P124004
12923,in-ta-e₃-a[]PN,P124004.7.1,recipient,,P124004
12924,tah-ša-tal[]PN,P320980.6.2,,,P320980
12925,{d}šul-gi-iri-mu[]PN,P320980.8.1,recipient,,P320980
12926,ab-ba-sa₆-ga-ta[]PN,P210484.6.2,source,,P210484
12927,a-hu-we-er[]PN,P210484.8.1,recipient,,P210484
12928,u₄-de₃-nig₂-sag₁₀[]PN,P101436.4.2,,,P101436
12929,{d}i-bi₂-{d}suen[]PN,P101436.9.2,,lugal[king]N,P101436
12930,lu₂-{d}nin-gir₂-su[]PN,P101436.12.2,,sipad[shepherd]N,P101436
12931,ur-nigar{gar}[]PN,P107373.9.2,,,P107373
12932,ur-{d}bil₃[]PN,P107373.9.4,,,P107373
12933,in-ta-e₃-a-ta[]PN,P124096.11.2,source,,P124096
12934,{d}en-lil₂-la₂[]PN,P124096.14.3,,,P124096
12935,nu-ur₂-{d}suen-ta[]PN,P117164.4.2,source,,P117164
12936,ur-ku₃-nun-na[]PN,P117164.5.1,recipient,,P117164
12937,{d}i-bi₂-{d}suen[]PN,P117164.11.2,,lugal[king]N,P117164
12938,en-um-i₃-li₂[]PN,P340512.4.2,,,P340512
12939,lu₂-dingir-ra[]PN,P340512.6.2,intermediary,,P340512
12940,šu-ma-ma-ta[]PN,P124274.10.2,source,,P124274
12941,{d}šul-gi-iri-mu[]PN,P124274.11.1,recipient,,P124274
12942,ab-ba-sa₆-ga-ta[]PN,P131714.5.2,source,,P131714
12943,in-ta-e₃-a[]PN,P131714.6.1,recipient,,P131714
12944,nir-i₃-da-gal₂[]PN,P100267.5.1,,,P100267
12945,{d}šul-gi-si₂-im-tum[]PN,P100267.7.1,new owner,,P100267
12946,be-li₂-du₁₀[]PN,P100267.9.1,,kurušda[fattener]N,P100267
12947,{d}šul-gi-a-a-mu-ta[]PN,P102374.7.2,source,,P102374
12948,{d}šul-gi-iri-mu[]PN,P102374.8.1,recipient,,P102374
12949,lu₂-dingir-ra[]PN,P124213.5.1,,,P124213
12950,lu₂-dingir-ra-ta[]PN,P124578.4.2,source,,P124578
12951,ur-ku₃-nun-na[]PN,P124578.5.1,recipient,,P124578
12952,lugal-me-lam₂[]PN,P124578.6.2,intermediary,,P124578
12953,{d}i-bi₂-{d}suen[]PN,P124578.10.2,,lugal[king]N,P124578
12954,ur-ku₃-nun-na[]PN,P124578.18.1,,dubsar[scribe]N,P124578
12955,lu₂-{d}nin-gir₂-su[]PN,P124578.20.2,,kurušda[fattener]N,P124578
12956,a-bu-du₁₀[]PN,P127840.7.2,intermediary,,P127840
12957,in-ta-e₃-a-ta[]PN,P127840.8.2,source,,P127840
12958,ab-ba-kal-la[]PN,P127840.11.2,,,P127840
12959,{d}i-bi₂-{d}suen[]PN,P127840.14.2,,lugal[king]N,P127840
12960,ur-{d}ba-ba₆[]PN,P113792.5.2,,,P113792
12961,lu₂-{d}nin-šubur[]PN,P113792.6.2,,šabra[administrator]N,P113792
12962,in-ta-e₃-a-ta[]PN,P113792.10.2,source,,P113792
12963,nu-da-tum[]PN,P100980.5.1,,,P100980
12964,ha-an-za-ab-tum-ma-še₃[]PN,P100980.7.2,,,P100980
12965,na-lu₅-ta[]PN,P100980.9.2,source,,P100980
12966,na-sa₆[]PN,P100980.10.1,recipient,,P100980
12967,ku-da-šum[]PN,P248714.14.1,,ugula[overseer]N,P248714
12968,ab-ba-sa₆-ga-ta[]PN,P106288.8.2,source,,P106288
12969,na-lu₅[]PN,P106288.10.1,recipient,,P106288
12970,i-din-{d}da-gan[]PN,P274585.9.2,,,P274585
12971,{d}šul-gi-iri-mu[]PN,P274585.10.2,intermediary,,P274585
12972,la-la-mu[]PN,P274585.12.2,intermediary,sukkal[secretary]N,P274585
12973,li-ba-an-aš-gu-bi[]PN,P274585.13.4,,lu[person]N,P274585
12974,li-ba-nu-ug-ša-ba-aš[]PN,P274585.13.7,,ensik[ruler]N,P274585
12975,nam-ha-ni[]PN,P274585.15.2,intermediary,sukkal[secretary]N,P274585
12976,du-uk-ra[]PN,P274585.18.1,recipient,,P274585
12977,i₃-lal₃-lum[]PN,P274585.22.1,recipient,,P274585
12978,šu-i₃-li₂[]PN,P274585.23.2,intermediary,,P274585
12979,ba-a-mu[]PN,P274585.25.5,,,P274585
12980,šu-i₃-li₂[]PN,P274585.26.2,intermediary,sukkal[secretary]N,P274585
12981,ARAD₂-mu[]PN,P274585.27.1,representative,,P274585
12982,a-a-kal-la[]PN,P126766.5.2,intermediary,muhaldim[cook]N,P126766
12983,in-ta-e₃-a-ta[]PN,P126766.10.2,source,,P126766
12984,ur-{d}šul-pa-e₃[]PN,P126766.19.1,,dubsar[scribe]N,P126766
12985,ur-{d}ha-ia₃[]PN,P126766.21.2,,arad[slave]N,P126766
12986,zu₂-ga-li-ta[]PN,P105214.13.2,source,,P105214
12987,{d}nanna-ma-ba[]PN,P105214.15.2,intermediary,,P105214
12988,{d}i-bi₂-{d}suen[]PN,P105214.18.2,,lugal[king]N,P105214
12989,zu-ba-ga-ta[]PN,P128851.8.2,source,,P128851
12990,{d}šul-gi-iri-mu[]PN,P128851.9.1,recipient,,P128851
12991,nir-i₃-da-gal₂[]PN,P107813.3.4,new owner,,P107813
12992,{d}nanna-i₃-sa₆[]PN,P107813.5.2,new owner,,P107813
12993,nam-ha-ni[]PN,P107813.5.4,,,P107813
12994,a-a-kal-la[]PN,P107813.8.1,representative,,P107813
12995,ab-ba-sa₆-ga-ta[]PN,P107813.10.2,source,,P107813
12996,ur-nigar{gar}-ra[]PN,P131646.3.1,,,P131646
12997,ab-ba-sa₆-ga-a[]PN,P131646.4.1,,,P131646
12998,ur-nigar{gar}[]PN,P131646.14.2,,kuš[official]N,P131646
12999,ur-nigar{gar}[]PN,P131646.20.1,,dubsar[scribe]N,P131646
13000,lugal-ku₃-zu[]PN,P117493.6.2,,,P117493
13001,dingir-su-ra-bi₂[]PN,P117493.8.2,,,P117493
13002,dingir-su-ra-bi₂[]PN,P117493.13.1,,dubsar[scribe]N,P117493
13003,ab-ba-sa₆-ga-ta[]PN,P128779.7.2,source,,P128779
13004,in-ta-e₃-a[]PN,P128779.9.1,recipient,,P128779
13005,ši-la-ti-ir[]PN,P104839.5.4,,lu[person]N,P104839
13006,da-a-zi-te[]PN,P104839.5.7,,lu[person]N,P104839
13007,ba-za-za[]PN,P104839.6.2,intermediary,sukkal[secretary]N,P104839
13008,ki-ri₂-ib-ul-me[]PN,P104839.7.4,,lu[person]N,P104839
13009,šu-ku-bu-um[]PN,P104839.8.2,intermediary,sukkal[secretary]N,P104839
13010,a-ri-du-bu-uk[]PN,P104839.9.4,,lu[person]N,P104839
13011,la-gi-pu-um[]PN,P104839.10.2,intermediary,sukkal[secretary]N,P104839
13012,še-id-pa₂-tal[]PN,P104839.13.1,,lu[person]N,P104839
13013,la-la-mu[]PN,P104839.14.2,intermediary,sukkal[secretary]N,P104839
13014,ARAD₂-mu[]PN,P104839.15.1,representative,,P104839
13015,a-bi₂-si₂-im-ti[]PN,P104839.16.4,,,P104839
13016,ku-ub-za-gi-mu[]PN,P104839.17.1,representative,,P104839
13017,a-hu-we-er-ta[]PN,P104839.19.2,source,,P104839
13018,ur-{d}lugal-banda₃{da}[]PN,P104839.20.2,intermediary,,P104839
13019,a-ha-ni-šu[]PN,P104839.21.2,,,P104839
13020,{d}en-ki[]PN,P104839.24.3,,,P104839
13021,dingir-dan[]PN,P123278.6.1,,muhaldim[cook]N,P123278
13022,re-i₃-si-in[]PN,P123278.8.1,,,P123278
13023,lu₂-{d}nanna[]PN,P210421.4.1,,šakkanak[general]N,P210421
13024,ARAD₂-mu[]PN,P210421.6.1,representative,,P210421
13025,na-sa₆-ta[]PN,P210421.8.2,source,,P210421
13026,{d}nanše-GIR₂@g-gal[]PN,P128909.9.1,representative,,P128909
13027,ad-lal₃[]PN,P128909.12.2,intermediary,šagia[cup-bearer]N,P128909
13028,me-{d}ištaran[]PN,P128909.14.1,,,P128909
13029,u₂-la-e-ni-iš[]PN,P128909.15.1,,,P128909
13030,ra-ši[]PN,P128909.16.4,,lu[person]N,P128909
13031,la-la-mu[]PN,P128909.17.2,intermediary,sukkal[secretary]N,P128909
13032,ARAD₂-mu[]PN,P128909.18.1,representative,,P128909
13033,{d}šul-gi-a-a-mu-ta[]PN,P128909.20.2,source,,P128909
13034,ab-ba-sa₆-ga-ta[]PN,P107975.12.2,source,,P107975
13035,in-ta-e₃-a[]PN,P107975.13.1,recipient,,P107975
13036,ur-nigar{gar}[]PN,P132143.5.2,,,P132143
13037,{d}šul-gi-si₂-im-ti[]PN,P132143.9.2,new owner,,P132143
13038,a₂-bi₂-li₂-a[]PN,P132143.10.1,recipient,,P132143
13039,{d}nanna-i₃-sa₆[]PN,P128144.5.1,,,P128144
13040,ab-ba-sa₆-ga-ta[]PN,P103844.4.2,source,,P103844
13041,a-mur-dingir-lum[]PN,P103844.5.1,,nubanda[overseer]N,P103844
13042,zu₂-ga-li-ta[]PN,P122586.13.2,source,,P122586
13043,ur-sa₆-ga[]PN,P122586.15.2,intermediary,dubsar[scribe]N,P122586
13044,ur-sa₆-ga[]PN,P122586.22.1,,dubsar[scribe]N,P122586
13045,a₂-bi₂-li₂-a[]PN,P211952.5.2,new owner,,P211952
13046,lu₂-bala-sa₆-ga[]PN,P211952.7.2,new owner,en[priest]N,P211952
13047,nu-ur₂-{d}iškur[]PN,P211952.10.1,,sukkal[secretary]N,P211952
13048,ab-ba-sa₆-ga-ta[]PN,P211952.12.2,source,,P211952
13049,ab-ba-sa₆-ga-ta[]PN,P134836.6.2,source,,P134836
13050,tah-ša-tal[]PN,P134836.8.1,recipient,,P134836
13051,ur-tum-ma-al[]PN,P102950.3.5,intermediary,,P102950
13052,lu₂-{d}šul-gi[]PN,P102950.5.4,,,P102950
13053,lugal-i₃-di₃[]PN,P102950.6.6,,,P102950
13054,an-na-hi-li-bi[]PN,P102950.7.5,,,P102950
13055,a-li₂-ah[]PN,P102635.8.1,,,P102635
13056,ab-ba-sa₆-ga[]PN,P102635.12.1,new owner,,P102635
13057,me-{d}ištaran[]PN,P124067.12.1,,,P124067
13058,{d}en-lil₂-la₂[]PN,P124067.14.8,,,P124067
13059,ARAD₂-mu[]PN,P124067.15.1,representative,,P124067
13060,ab-ba-sa₆-ga-ta[]PN,P124067.18.2,source,,P124067
13061,ab-ba-sa₆-ga-ta[]PN,P303833.7.2,source,,P303833
13062,in-ta-e₃-a[]PN,P303833.9.1,recipient,,P303833
13063,{d}en-lil₂-la₂[]PN,P303833.12.5,,,P303833
13064,er₃-ra-ba-ni-ta[]PN,P103317.5.2,source,,P103317
13065,ur-{d}ig-alim[]PN,P103317.6.2,intermediary,,P103317
13066,da-gi[]PN,P103317.8.1,recipient,,P103317
13067,hu-un-ha-ab-ur[]PN,P117541.3.3,,,P117541
13068,suhuš-ki-in[]PN,P117541.4.3,,,P117541
13069,er₃-ra-ur-sag[]PN,P117541.5.3,,,P117541
13070,za-ak-li-li[]PN,P117541.6.3,,,P117541
13071,ik-šu-dum[]PN,P117541.7.3,,,P117541
13072,lu₂-{d}ašnan[]PN,P117541.8.3,,,P117541
13073,šar-ru-um-ba-ni[]PN,P117541.13.1,,,P117541
13074,na-ra-am-i₃-li₂[]PN,P117541.15.1,,,P117541
13075,ab-ba-sa₆-ga-ta[]PN,P332545.10.2,source,,P332545
13076,na-lu₅[]PN,P332545.11.1,recipient,,P332545
13077,{d}en-lil₂-la₂[]PN,P332545.14.3,,,P332545
13078,na-lu₅-ta[]PN,P330497.10.2,source,,P330497
13079,lu₂-dingir-ra-ta[]PN,P107657.9.2,source,,P107657
13080,ur-nigar{gar}[]PN,P107657.10.1,recipient,,P107657
13081,{d}amar-{d}suen[]PN,P127423.5.2,,lugal[king]N,P127423
13082,na-lu₅-ta[]PN,P116824.7.2,source,,P116824
13083,ur-nigar{gar}[]PN,P116824.9.1,recipient,,P116824
13084,ur-{d}lugal-edin-ka[]PN,P124637.10.2,,,P124637
13085,ur-mes[]PN,P126449.6.2,intermediary,šagia[cup-bearer]N,P126449
13086,{d}nanše-GIR₂@g-gal[]PN,P126449.7.1,representative,,P126449
13087,na-lu₅-ta[]PN,P126449.10.2,source,,P126449
13088,{d}amar-{d}suen[]PN,P126449.14.2,,lugal[king]N,P126449
13089,ri-im-dingir-ta[]PN,P117180.4.2,source,,P117180
13090,lugal-iti-da[]PN,P117180.5.1,recipient,,P117180
13091,ur-ku₃-nun-na[]PN,P117180.7.2,,,P117180
13092,{d}i-bi₂-{d}suen[]PN,P117180.10.2,,lugal[king]N,P117180
13093,tah-ša-tal-ta[]PN,P321008.6.2,source,,P321008
13094,{d}šul-gi-iri-mu[]PN,P321008.8.1,recipient,,P321008
13095,ab-ba-sa₆-ga-ta[]PN,P123952.5.2,source,,P123952
13096,šu-er₃-ra[]PN,P123952.6.1,recipient,,P123952
13097,{d}en-lil₂-zi-ša₃-gal₂[]PN,P294907.6.1,representative,,P294907
13098,ta₂-hi-iš-a-tal[]PN,P294907.7.5,intermediary,,P294907
13099,ur-{d}suen[]PN,P294907.10.2,intermediary,muhaldim[cook]N,P294907
13100,me-{d}ištaran[]PN,P294907.11.1,,,P294907
13101,la-la-mu[]PN,P294907.15.2,intermediary,sukkal[secretary]N,P294907
13102,ARAD₂-mu[]PN,P294907.16.1,representative,,P294907
13103,zu-ba-ga-ta[]PN,P294907.18.2,source,,P294907
13104,ad-da-kal-la[]PN,P294907.20.2,intermediary,dubsar[scribe]N,P294907
13105,ba-lu-za[]PN,P119911.8.4,,,P119911
13106,a-nu-il[]PN,P119911.9.4,,,P119911
13107,ur-{d}asar-lu₂-hi[]PN,P119911.13.1,,šabra[administrator]N,P119911
13108,ur-{d}nin-sun₂[]PN,P119911.15.1,,šabra[administrator]N,P119911
13109,ab-ba-sa₆-ga[]PN,P119911.18.1,new owner,,P119911
13110,ur-{d}ba-ba₆[]PN,P119911.19.2,intermediary,dubsar[scribe]N,P119911
13111,nin-kal-la[]PN,P125850.4.1,,,P125850
13112,{d}šul-gi-si₂-im-tum[]PN,P125850.6.1,,,P125850
13113,KU-ib-si-na-at[]PN,P125850.7.2,representative,,P125850
13114,a-na-ti[]PN,P125850.9.1,,,P125850
13115,šu-{d}inanna[]PN,P125850.12.1,representative,,P125850
13116,ti-ni-ku-un[]PN,P125850.15.1,representative,,P125850
13117,e₂-a-dingir-ta[]PN,P125850.16.2,source,,P125850
13118,{d}šul-gi-iri-mu[]PN,P106284.5.2,intermediary,,P106284
13119,gir-ri[]PN,P106284.10.1,,lu[person]N,P106284
13120,da-a-zi[]PN,P106284.11.1,,lu[person]N,P106284
13121,ur-{d}šar-ru-gin₇[]PN,P106284.13.2,intermediary,sukkal[secretary]N,P106284
13122,a-hu-šu-ni[]PN,P106284.16.2,intermediary,sukkal[secretary]N,P106284
13123,dingir-dan[]PN,P106284.17.1,,sukkal[secretary]N,P106284
13124,šu-ma-ma-ta[]PN,P106284.19.2,source,,P106284
13125,bu-ku-šum[]PN,P106284.23.1,,dubsar[scribe]N,P106284
13126,ur-lugal-ta[]PN,P391022.4.2,source,,P391022
13127,ur-mes[]PN,P391022.5.1,recipient,,P391022
13128,{d}en-ki[]PN,P391022.9.3,,,P391022
13129,ur-mes[]PN,P391022.11.1,,,P391022
13130,la-na[]PN,P391022.12.2,,kurušda[fattener]N,P391022
13131,ur-šu-ga-lam-ma-ta[]PN,P109613.6.2,source,,P109613
13132,lu₂-dingir-ra[]PN,P109613.7.1,recipient,,P109613
13133,{d}en-lil₂-la₂[]PN,P109613.12.3,,,P109613
13134,na-lu₅-ta[]PN,P106212.4.2,source,,P106212
13135,i-di₃-er₃-ra-ta[]PN,P106212.6.2,source,,P106212
13136,na-ra-am-i₃-li₂-ta[]PN,P106212.8.2,source,,P106212
13137,{d}ba-ba₆-eb₂-gu-ta[]PN,P106212.10.1,recipient,,P106212
13138,en-dingir-mu-ta[]PN,P125814.6.2,source,,P125814
13139,{d}šul-gi-iri-mu[]PN,P125814.7.1,recipient,,P125814
13140,ba-ba-ti[]PN,P125814.10.2,,,P125814
13141,{d}amar-{d}suen[]PN,P125814.15.1,,,P125814
13142,ba-ba-ti[]PN,P125814.20.1,,dubsar[scribe]N,P125814
13143,ur-nigar{gar}[]PN,P107835.5.1,,,P107835
13144,ab-ba-sa₆-ga[]PN,P107835.9.1,new owner,,P107835
13145,ha-ar-ši-tum[]PN,P102021.4.1,,,P102021
13146,a-bi₂-si₂-im-ti[]PN,P102021.5.1,representative,,P102021
13147,eš₁₈-dar-tu-kul₂-ti[]PN,P102021.7.1,,,P102021
13148,geme₂-{d}en-lil₂-la₂[]PN,P102021.7.3,,,P102021
13149,ga-ab-lu-lu[]PN,P102021.8.4,,lu[person]N,P102021
13150,ARAD₂-mu[]PN,P102021.10.1,representative,,P102021
13151,er₃-re-šum[]PN,P102021.15.2,intermediary,,P102021
13152,{d}i-bi₂-{d}suen[]PN,P102958.10.2,,lugal[king]N,P102958
13153,lu₂-dingir-ra-ta[]PN,P126417.7.2,source,,P126417
13154,{d}šul-gi-iri-mu[]PN,P126417.9.1,recipient,,P126417
13155,{d}šul-gi-a-a-mu[]PN,P109640.9.1,recipient,,P109640
13156,ur-ku₃-nun-na-ta[]PN,P116189.4.2,source,kaš[runner]N,P116189
13157,lu₂-dingir-ra[]PN,P107786.11.1,recipient,,P107786
13158,{d}en-lil₂-la₂[]PN,P107786.14.3,,,P107786
13159,ik-šu-dum[]PN,P126706.3.3,,,P126706
13160,dingir-dan[]PN,P126706.4.3,,,P126706
13161,ab-ba-mu[]PN,P126706.6.3,,damgar[merchant]N,P126706
13162,lugal-ma₂-gur₈-re[]PN,P126706.7.3,,,P126706
13163,lugal-a₂-zi-da[]PN,P126706.8.3,,šabra[administrator]N,P126706
13164,lu₂-bala-sa₆-ga[]PN,P126706.12.3,,,P126706
13165,a-bu-um-dingir[]PN,P126706.13.3,,,P126706
13166,{d}šul-gi-i₃-li₂[]PN,P126706.14.3,,,P126706
13167,ARAD₂-mu[]PN,P126706.15.3,,,P126706
13168,in-ta-e₃-a[]PN,P126706.18.1,new owner,,P126706
13169,nu-ur₂-{d}suen[]PN,P126706.19.2,intermediary,dubsar[scribe]N,P126706
13170,ur-šu[]PN,P210187.5.1,,muhaldim[cook]N,P210187
13171,lu₂-dingir-ra-ta[]PN,P210187.7.2,source,,P210187
13172,{d}amar-{d}suen[]PN,P210187.13.1,,,P210187
13173,ur-{d}šul-pa-e₃[]PN,P210187.17.1,,dubsar[scribe]N,P210187
13174,ur-{d}ha-ia₃[]PN,P210187.19.2,,arad[slave]N,P210187
13175,na-ra-am-i₃-li₂-ta[]PN,P416406.4.2,source,,P416406
13176,{d}šul-gi-mi-šar[]PN,P416406.7.1,recipient,,P416406
13177,{d}amar-{d}suen[]PN,P416406.10.2,,lugal[king]N,P416406
13178,wa-ta₂-ru-um[]PN,P103965.5.2,new owner,saŋŋa[official]N,P103965
13179,a-a-kal-la[]PN,P103965.6.1,representative,,P103965
13180,ab-ba-sa₆-ga-ta[]PN,P103965.9.2,source,,P103965
13181,ur-ku₃-nun-na-ta[]PN,P105131.5.2,source,,P105131
13182,{d}šul-gi-iri-mu[]PN,P105131.6.1,recipient,,P105131
13183,a-hu-ni-ta[]PN,P123606.7.2,source,,P123606
13184,ur-nigar{gar}[]PN,P123606.8.1,recipient,,P123606
13185,na-lu₅[]PN,P134680.11.2,,,P134680
13186,e-ba-tal[]PN,P103908.5.2,intermediary,,P103908
13187,ab-ba-sa₆-ga-ta[]PN,P103908.8.2,source,,P103908
13188,{d}šul-gi-a-a-mu[]PN,P103908.10.1,recipient,,P103908
13189,na-lu₅-ta[]PN,P123381.6.2,source,,P123381
13190,ur-nigar{gar}[]PN,P123381.8.1,recipient,,P123381
13191,ab-ba-sa₆-ga-ta[]PN,P103820.8.2,source,,P103820
13192,in-ta-e₃-a[]PN,P103820.10.1,recipient,,P103820
13193,ab-ba-sa₆-ga-ta[]PN,P210310.5.2,source,,P210310
13194,in-ta-e₃-a[]PN,P210310.6.1,recipient,,P210310
13195,{d}šul-gi-ra[]PN,P102015.4.2,,,P102015
13196,ša₃-ta-ku₃-zu[]PN,P102015.5.1,,,P102015
13197,bi₂-zu-a[]PN,P102015.7.1,,,P102015
13198,ARAD₂-mu[]PN,P102015.8.1,representative,,P102015
13199,ab-ba-sa₆-ga-ta[]PN,P102015.13.2,source,,P102015
13200,šu-ir-ha-an[]PN,P107636.4.1,,,P107636
13201,lu₂-geškim-zi-da[]PN,P107636.6.1,,,P107636
13202,dingir-šu-ra-bi₂[]PN,P107636.14.3,,,P107636
13203,im-li-ik-e₂-a[]PN,P115908.7.2,new owner,,P115908
13204,{d}šul-gi-ra[]PN,P115908.12.3,,,P115908
13205,ur-{d}nin-geš-zi-da[]PN,P122212.7.2,new owner,saŋŋa[official]N,P122212
13206,a-hu-wa-qar[]PN,P122212.9.2,new owner,nubanda[overseer]N,P122212
13207,šar-ru-um-i₃-li₂[]PN,P122212.11.2,new owner,nubanda[overseer]N,P122212
13208,sipa-si-ni[]PN,P103277.7.2,intermediary,šagia[cup-bearer]N,P103277
13209,lu₂-dingir-ra-ta[]PN,P103277.9.2,source,,P103277
13210,ab-ba-sa₆-ga-ta[]PN,P211510.11.2,source,,P211510
13211,na-lu₅[]PN,P211510.12.1,recipient,,P211510
13212,ka₅-a-mu[]PN,P131608.4.2,intermediary,,P131608
13213,in-ta-e₃-a[]PN,P131608.9.6,intermediary,,P131608
13214,ur-{d}en-lil₂-la₂[]PN,P131608.10.4,,,P131608
13215,amar-šuba₃[]PN,P131608.10.6,recipient,,P131608
13216,ka₅-a-mu[]PN,P131608.11.4,recipient,,P131608
13217,ur-nig₂[]PN,P131608.12.5,,,P131608
13218,ku₃-{d}nanna[]PN,P131608.13.3,,sukkal[secretary]N,P131608
13219,na-lu₅-še₃[]PN,P131608.14.4,,,P131608
13220,ur-geš-gi₄-a[]PN,P131608.14.6,,,P131608
13221,lugal-gub-ba-ni[]PN,P131608.15.4,,,P131608
13222,nu-ur₂-zu[]PN,P131608.16.4,,lu[person]N,P131608
13223,be-li₂-i-šar[]PN,P131608.16.6,,,P131608
13224,šu-er₃-ra[]PN,P131608.17.4,,kuš[official]N,P131608
13225,lu₂-dingir-ra[]PN,P131608.25.5,intermediary,,P131608
13226,lugal-gub-ba-ni[]PN,P131608.26.4,intermediary,,P131608
13227,ur-mes[]PN,P131608.27.3,,šabra[administrator]N,P131608
13228,in-ta-e₃-a[]PN,P131608.31.6,intermediary,,P131608
13229,lu₂-dingir-ra-ta[]PN,P125888.19.2,source,,P125888
13230,ur-nigar{gar}[]PN,P125888.20.1,recipient,,P125888
13231,ab-ba-sa₆-ga-ta[]PN,P145821.6.2,source,,P145821
13232,šeš-zi-mu[]PN,P145821.8.1,,šabra[administrator]N,P145821
13233,ur-{d}suen[]PN,P123393.14.1,,,P123393
13234,{d}en-lil₂-zi-ša₃-gal₂[]PN,P106246.4.3,,,P106246
13235,in-ta-e₃-a[]PN,P106246.8.1,new owner,,P106246
13236,{d}nanna-ma-ba[]PN,P106246.10.2,intermediary,dubsar[scribe]N,P106246
13237,in-ta-e₃-a-ta[]PN,P134955.6.2,source,,P134955
13238,ur-ku₃-nun-na[]PN,P134955.7.1,recipient,,P134955
13239,lu₂-{d}nin-gir₂-su[]PN,P134955.14.2,,sipad[shepherd]N,P134955
13240,šu-eš₁₈-dar[]PN,P126725.4.1,,,P126725
13241,{d}šul-gi-si₂-im-ti[]PN,P126725.8.2,new owner,,P126725
13242,{d}šul-gi-i₃-li₂[]PN,P126725.9.1,recipient,,P126725
13243,lugal-ma₂-gur₈-re[]PN,P112230.5.1,representative,,P112230
13244,in-ta-e₃-a-ta[]PN,P112230.9.2,source,,P112230
13245,nu-ur₂-{d}suen[]PN,P112230.10.2,intermediary,dubsar[scribe]N,P112230
13246,ur-ku₃-nun-na-ta[]PN,P108695.4.2,source,,P108695
13247,lugal-si-sa₂[]PN,P108695.5.1,,muhaldim[cook]N,P108695
13248,nin₉-kal-la[]PN,P108695.5.4,recipient,,P108695
13249,lugal-si-sa₂[]PN,P108695.12.4,,muhaldim[cook]N,P108695
13250,nin₉-kal-la[]PN,P108695.13.2,,,P108695
