,Name,id_word,CDLI No,role,profession,Original date,Converted Date
11255,lugal-ezem-ta[]PN,P292064.4.2,P292064,source,,SS01] - 12d - 00,0.12
11256,ur-mes[]PN,P292064.6.2,P292064,,,SS01] - 12d - 00,0.12
11257,ur-mes[]PN,P292064.11.1,P292064,,,SS01] - 12d - 00,0.12
11258,la-na[]PN,P292064.12.2,P292064,,kurušda[fattener]N,SS01] - 12d - 00,0.12
11259,ša-at-e₂-a[]PN,P291868.3.5,P291868,,,0000 - 00 - 00,0.0
11260,ab-ba-sa₆-ga-ta[]PN,P291879.10.2,P291879,source,,AS06 - 12 - 04,72.1204
11261,in-ta-e₃-a[]PN,P291879.11.1,P291879,recipient,,AS06 - 12 - 04,72.1204
11262,en-dingir-mu-ta[]PN,P291882.7.2,P291882,source,,AS07 - 10 - 00,73.1
11263,lu₂-uru₁₁{ki}[]PN,P291882.8.2,P291882,,kaguruk[supervisor]N,AS07 - 10 - 00,73.1
11264,šu-{d}en-lil₂-la₂[]PN,P291882.12.2,P291882,,dubsar[scribe]N,AS07 - 10 - 00,73.1
11265,ur-{d}šul-pa-e₃[]PN,P291907.18.1,P291907,,dubsar[scribe]N,SS01 - 12d - XX+20,76.12
11266,ur-{d}ha-ia₃[]PN,P291907.20.2,P291907,,arad[slave]N,SS01 - 12d - XX+20,76.12
11267,ur-ku₃-nun-na-ta[]PN,P291928.14.2,P291928,source,,SS07 - 08 - 00,82.08
11268,ur-ku₃-nun-na[]PN,P291928.24.1,P291928,,dubsar[scribe]N,SS07 - 08 - 00,82.08
11269,lu₂-{d}nin-gir₂-su[]PN,P291928.26.2,P291928,,kurušda[fattener]N,SS07 - 08 - 00,82.08
11270,ur-nig₂-ta[]PN,P291829.5.2,P291829,source,,IS02 - 01 - 00,86.01
11271,ur-nig₂[]PN,P291829.6.2,P291829,,,IS02 - 01 - 00,86.01
11272,al-la-mu[]PN,P291100.3.4,P291100,intermediary,,IS01 12d - 00,0.0
11273,ša-lim-a-hu-um[]PN,P291100.4.4,P291100,intermediary,,IS01 12d - 00,0.0
11274,ur-ku₃-nun-na-ta[]PN,P291100.5.2,P291100,source,,IS01 12d - 00,0.0
11275,{d}i-bi₂-{d}suen[]PN,P291100.9.2,P291100,,lugal[king]N,IS01 12d - 00,0.0
11276,lu₂-{d}nin-gir₂-su[]PN,P291100.12.2,P291100,,sipad[shepherd]N,IS01 12d - 00,0.0
11277,nu-ur₂-{d}suen[]PN,P291606.9.2,P291606,intermediary,dubsar[scribe]N,SS07 - 08 - 29,82.0829
11278,nu-ur₂-{d}suen[]PN,P291606.19.1,P291606,,dubsar[scribe]N,SS07 - 08 - 29,82.0829
11279,i-di₃-er₃-ra[]PN,P291606.21.2,P291606,,arad[slave]N,SS07 - 08 - 29,82.0829
11280,in-ta-e₃-a-ta[]PN,P290759.8.2,P290759,source,,SS03 - 02 - 04,78.0204
11281,ur-mes[]PN,P290759.13.1,P290759,,,SS03 - 02 - 04,78.0204
11282,la-na[]PN,P290759.14.2,P290759,,kurušda[fattener]N,SS03 - 02 - 04,78.0204
11283,lu₂-dingir-ra[]PN,P290366.14.1,P290366,,agaʾus[soldier]N,0000 - 03 - 00,0.03
11284,ARAD₂-hul₃-la[]PN,P290366.16.2,P290366,,nubanda[overseer]N,0000 - 03 - 00,0.03
11285,ab-ba-sa₆-ga-ta[]PN,P390944.6.2,P390944,source,,AS04 - 09 - 00,70.09
11286,in-ta-e₃-a[]PN,P390944.8.1,P390944,recipient,,AS04 - 09 - 00,70.09
11287,en-mah-gal-an-na[]PN,P390944.11.2,P390944,,en[priest]N,AS04 - 09 - 00,70.09
11288,nu-i₃-da[]PN,P390945.5.2,P390945,new owner,,SH48 - XX - 11,66.0011
11289,šeš-kal-la[]PN,P390945.8.2,P390945,new owner,šukud[fisherman]N,SH48 - XX - 11,66.0011
11290,na-sa₆-ta[]PN,P390945.18.2,P390945,source,,SH48 - XX - 11,66.0011
11291,{d}šul-gi-iri-mu[]PN,P211326.5.2,P211326,intermediary,,AS09 - 04 - 00,75.04
11292,ARAD₂-mu[]PN,P211326.6.1,P211326,representative,,AS09 - 04 - 00,75.04
11293,igi-{d}en-lil₂-še₃-ta[]PN,P211326.9.2,P211326,source,,AS09 - 04 - 00,75.04
11294,ma-num₂-ki-{d}šul-gi[]PN,P211326.11.2,P211326,intermediary,dubsar[scribe]N,AS09 - 04 - 00,75.04
11295,in-ta-e₃-a-ta[]PN,P290926.12.2,P290926,source,,AS09 - 12d - 17,75.1217
11296,{d}amar-{d}suen[]PN,P290926.16.1,P290926,,,AS09 - 12d - 17,75.1217
11297,ur-{d}šul-pa-e₃[]PN,P290926.20.1,P290926,,dubsar[scribe]N,AS09 - 12d - 17,75.1217
11298,ur-{d}ha-ia₃[]PN,P290926.22.2,P290926,,arad[slave]N,AS09 - 12d - 17,75.1217
11299,ku-ba-tum[]PN,P290996.3.4,P290996,,,AS09 - 12 - 16,75.1216
11300,a-ab-ba-ba-aš-ti-še₃[]PN,P290996.4.2,P290996,,,AS09 - 12 - 16,75.1216
11301,ur-{d}šul-pa-e₃[]PN,P290996.19.1,P290996,,dubsar[scribe]N,AS09 - 12 - 16,75.1216
11302,ur-{d}ha-ia₃[]PN,P290996.21.2,P290996,,arad[slave]N,AS09 - 12 - 16,75.1216
11303,a-bu-ni[]PN,P292556.5.2,P292556,,ugula[overseer]N,AS09 - 00 - 00,75.0
11304,šeš-kal-la[]PN,P292556.6.2,P292556,,,AS09 - 00 - 00,75.0
11305,hu-na-zi[]PN,P292556.7.2,P292556,intermediary,,AS09 - 00 - 00,75.0
11306,en-dingir-mu-ta[]PN,P292556.9.2,P292556,source,,AS09 - 00 - 00,75.0
11307,ba-ba-ti[]PN,P292556.11.2,P292556,,,AS09 - 00 - 00,75.0
11308,ba-ba-ti[]PN,P292556.20.1,P292556,,dubsar[scribe]N,AS09 - 00 - 00,75.0
11309,wa-ta₂-ru-um[]PN,P211334.8.1,P211334,,saŋŋa[official]N,AS04 - 08 - 11,70.08109999999999
11310,ba-ba-an-še-en[]PN,P211334.9.1,P211334,,šagia[cup-bearer]N,AS04 - 08 - 11,70.08109999999999
11311,ab-ba-sa₆-ga-ta[]PN,P211334.12.2,P211334,source,,AS04 - 08 - 11,70.08109999999999
11312,kal-la-mu[]PN,P211335.4.2,P211335,,,IS03 - 10 - 00,87.1
11313,lu₂-{d}en-lil₂-la₂[]PN,P211335.6.1,P211335,recipient,,IS03 - 10 - 00,87.1
11314,lu₂-{d}en-lil₂-la₂[]PN,P211335.12.1,P211335,,dubsar[scribe]N,IS03 - 10 - 00,87.1
11315,lu₂-du₁₀-ga[]PN,P211335.14.2,P211335,,,IS03 - 10 - 00,87.1
11316,šu-i₃-li₂-ta[]PN,P292156.4.2,P292156,source,,0000 - 00 - 00,0.0
11317,ur-mes[]PN,P292156.6.1,P292156,recipient,,0000 - 00 - 00,0.0
11318,ur-mes[]PN,P292156.9.1,P292156,,,0000 - 00 - 00,0.0
11319,la-na[]PN,P292156.10.2,P292156,,kurušda[fattener]N,0000 - 00 - 00,0.0
11320,{d}suen-ba-ni[]PN,P292160.4.1,P292160,recipient,,SS03 - 08 - 00,78.08
11321,he₂-na-lah₅[]PN,P292160.5.2,P292160,intermediary,,SS03 - 08 - 00,78.08
11322,ur-mes-ta[]PN,P292160.6.2,P292160,source,,SS03 - 08 - 00,78.08
11323,lu₂-{d}nin-gir₂-su[]PN,P292160.13.2,P292160,,sipad[shepherd]N,SS03 - 08 - 00,78.08
11324,{d}šul-gi-iri-mu[]PN,P292161.5.1,P292161,recipient,,SS01 - 03 - 00,76.03
11325,in-ta-e₃-a-ta[]PN,P292161.10.2,P292161,source,,SS01 - 03 - 00,76.03
11326,nu-ur₂-{d}suen[]PN,P292161.12.2,P292161,intermediary,dubsar[scribe]N,SS01 - 03 - 00,76.03
11327,nu-ur₂-{d}suen[]PN,P292161.16.1,P292161,,dubsar[scribe]N,SS01 - 03 - 00,76.03
11328,i-di₃-er₃-ra[]PN,P292161.18.2,P292161,,,SS01 - 03 - 00,76.03
11329,lu₂-{d}suen[]PN,P211337.4.2,P211337,,,AS05 - 09 - 22,71.0922
11330,nam-ha-ni[]PN,P211337.5.2,P211337,,,AS05 - 09 - 22,71.0922
11331,šu-eš₁₈-dar[]PN,P211337.7.2,P211337,intermediary,,AS05 - 09 - 22,71.0922
11332,ab-ba-sa₆-ga[]PN,P211337.11.1,P211337,new owner,,AS05 - 09 - 22,71.0922
11333,in-ta-e₃-a-ta[]PN,P291761.12.2,P291761,source,,AS06 - 07 - 28,72.07279999999999
11334,a-mur-dingir[]PN,P211340.6.2,P211340,,,IS01 - 03 - 05,85.0305
11335,ur-šu[]PN,P211340.11.2,P211340,,muhaldim[cook]N,IS01 - 03 - 05,85.0305
11336,zu₂-ga-li-ta[]PN,P211340.13.2,P211340,source,,IS01 - 03 - 05,85.0305
11337,{d}nanna-ma-ba[]PN,P211340.15.2,P211340,intermediary,,IS01 - 03 - 05,85.0305
11338,da-da-a[]PN,P211340.16.2,P211340,,,IS01 - 03 - 05,85.0305
11339,{d}i-bi₂-{d}suen[]PN,P211340.18.2,P211340,,lugal[king]N,IS01 - 03 - 05,85.0305
11340,{d}nanna-ma-ba[]PN,P211340.26.1,P211340,,dubsar[scribe]N,IS01 - 03 - 05,85.0305
11341,u₂-na-ab-še-en₆[]PN,P211340.28.2,P211340,,arad[slave]N,IS01 - 03 - 05,85.0305
11342,ur-mes[]PN,P211342.11.3,P211342,,šagia[cup-bearer]N,XXXX - XX - XX+06,0.0
11343,hu-un-nu-um[]PN,P211342.14.3,P211342,,,XXXX - XX - XX+06,0.0
11344,ur-{d}en-lil₂-la₂[]PN,P211342.15.3,P211342,,,XXXX - XX - XX+06,0.0
11345,in-ta-e₃-a-ta[]PN,P291563.5.2,P291563,source,,SS02 - 07 - 22,77.0722
11346,be-li₂-i₃-li₂[]PN,P291563.7.1,P291563,recipient,,SS02 - 07 - 22,77.0722
11347,li-bur-{d}šul-gi[]PN,P291563.12.1,P291563,,dubsar[scribe]N,SS02 - 07 - 22,77.0722
11348,kal-la-mu[]PN,P291563.14.2,P291563,,,SS02 - 07 - 22,77.0722
11349,a-ba-{d}en-lil₂-gin₇-ta[]PN,P291352.4.2,P291352,source,,SS09 - 01 - 00,84.01
11350,ur-ku₃-nun-na[]PN,P291352.5.1,P291352,recipient,,SS09 - 01 - 00,84.01
11351,lu₂-{d}nin-gir₂-su[]PN,P291352.12.2,P291352,,sipad[shepherd]N,SS09 - 01 - 00,84.01
11352,in-ta-e₃-a-ta[]PN,P291109.5.2,P291109,source,,SS01 - 12d - 29,76.1229
11353,ur-mes[]PN,P291109.7.1,P291109,recipient,,SS01 - 12d - 29,76.1229
11354,ur-mes[]PN,P291109.11.1,P291109,,,SS01 - 12d - 29,76.1229
11355,la-na[]PN,P291109.12.2,P291109,,kurušda[fattener]N,SS01 - 12d - 29,76.1229
11356,in-ta-e₃-a-ta[]PN,P291153.6.2,P291153,source,,SS03 - 08 - 05,78.0805
11357,ur-mes[]PN,P291153.12.1,P291153,,,SS03 - 08 - 05,78.0805
11358,la-na[]PN,P291153.13.2,P291153,,kurušda[fattener]N,SS03 - 08 - 05,78.0805
11359,tah-ša-tal-ta[]PN,P291158.6.2,P291158,source,,SS01 - 12 - 00,76.12
11360,ur-mes[]PN,P291158.13.1,P291158,,,SS01 - 12 - 00,76.12
11361,la-na[]PN,P291158.14.2,P291158,,kurušda[fattener]N,SS01 - 12 - 00,76.12
11362,ab-ba-sa₆-ga-ta[]PN,P211344.5.2,P211344,source,,AS06 - 11 - 04,72.1104
11363,na-lu₅[]PN,P211344.6.1,P211344,recipient,,AS06 - 11 - 04,72.1104
11364,{d}nanna-ki-ag₂[]PN,P291181.6.3,P291181,,,XXXX - XX - XX,0.0
11365,šeš-sa₆-ga[]PN,P291181.7.3,P291181,,,XXXX - XX - XX,0.0
11366,bur-{d}iškur[]PN,P291181.8.3,P291181,,nubanda[overseer]N,XXXX - XX - XX,0.0
11367,nu-ur₂-i₃-li₂[]PN,P291181.10.3,P291181,,,XXXX - XX - XX,0.0
11368,ab-ba-sa₆-ga-ta[]PN,P291188.4.2,P291188,source,,AS08 - 03 - 00,74.03
11369,a-bi₂-a[]PN,P291188.5.2,P291188,,,AS08 - 03 - 00,74.03
11370,a-bi₂-a[]PN,P291188.10.1,P291188,,dubsar[scribe]N,AS08 - 03 - 00,74.03
11371,er₃-ra-ur-sag[]PN,P290801.3.3,P290801,,,SS05 - 05 - 09,80.0509
11372,in-ta-e₃-a[]PN,P290801.5.1,P290801,recipient,,SS05 - 05 - 09,80.0509
11373,nu-ur₂-{d}suen[]PN,P290801.6.2,P290801,intermediary,dubsar[scribe]N,SS05 - 05 - 09,80.0509
11374,nu-ur₂-{d}suen[]PN,P290801.14.1,P290801,,dubsar[scribe]N,SS05 - 05 - 09,80.0509
11375,i-di₃-er₃-ra[]PN,P290801.16.2,P290801,,,SS05 - 05 - 09,80.0509
11376,šu-{d}en-lil₂[]PN,P290816.4.1,P290816,,dubsar[scribe]N,AS04 - 12 - 29,70.1229
11377,ARAD₂-mu[]PN,P290816.6.1,P290816,representative,,AS04 - 12 - 29,70.1229
11378,in-ta-e₃-a-ta[]PN,P290816.8.2,P290816,source,,AS04 - 12 - 29,70.1229
11379,be-li₂-a-zu[]PN,P290558.9.2,P290558,,,SH47 - 02 - 00,65.02
11380,ur-ku₃-nun-na[]PN,P290676.9.2,P290676,,,XXXX - 10 - 18,0.1018
11381,in-ta-e₃-a[]PN,P290676.14.2,P290676,,,XXXX - 10 - 18,0.1018
11382,ba-al-li₂[]PN,P290676.15.1,P290676,recipient,,XXXX - 10 - 18,0.1018
11383,i₃-da-ga[]PN,P290677.8.1,P290677,,nagada[herdsman]N,SH40 - 00 - 00,58.0
11384,lugal-ezem[]PN,P290677.12.2,P290677,,kuš[official]N,SH40 - 00 - 00,58.0
11385,da-a-ti[]PN,P290693.14.4,P290693,,,0000 - 00 - 28,0.0028
11386,al-la-mu[]PN,P290693.17.1,P290693,recipient,,0000 - 00 - 28,0.0028
11387,ma-at-i₃-li₂[]PN,P290693.18.3,P290693,,,0000 - 00 - 28,0.0028
11388,lu₂-ša-lim[]PN,P290693.20.1,P290693,recipient,,0000 - 00 - 28,0.0028
11389,ur-sa₆-ga[]PN,P290693.21.4,P290693,,,0000 - 00 - 28,0.0028
11390,{d}en-lil₂-la₂[]PN,P290693.23.2,P290693,,,0000 - 00 - 28,0.0028
11391,ur-{d}ba-ba₆[]PN,P290706.14.1,P290706,,muhaldim[cook]N,AS06 - 07 - 01,72.0701
11392,{d}šul-gi-a-bi₂[]PN,P290706.16.1,P290706,,,AS06 - 07 - 01,72.0701
11393,na-ap-la-num₂[]PN,P290706.18.2,P290706,,,AS06 - 07 - 01,72.0701
11394,ab-ba-ni-ir[]PN,P290706.18.3,P290706,,,AS06 - 07 - 01,72.0701
11395,na-ap-la-num₂[]PN,P290706.20.2,P290706,intermediary,,AS06 - 07 - 01,72.0701
11396,li-ba-an-aš-gu-bi[]PN,P290706.21.4,P290706,,lu[person]N,AS06 - 07 - 01,72.0701
11397,li-ba-nu-ug-ša-ba-aš[]PN,P290706.23.1,P290706,,ensik[ruler]N,AS06 - 07 - 01,72.0701
11398,ur-šar-ru-gin₇[]PN,P290706.25.2,P290706,intermediary,sukkal[secretary]N,AS06 - 07 - 01,72.0701
11399,dingir-dan[]PN,P290706.26.1,P290706,,sukkal[secretary]N,AS06 - 07 - 01,72.0701
11400,na-lu₅-ta[]PN,P290706.29.2,P290706,source,,AS06 - 07 - 01,72.0701
11401,ta₂-din-eš₁₈-dar-še₃[]PN,P211348.5.2,P211348,,,SH47 - 05 - 00,65.05
11402,na-sa₆-ta[]PN,P211348.6.2,P211348,source,,SH47 - 05 - 00,65.05
11403,{d}šul-gi-a-a-mu-ta[]PN,P211350.6.2,P211350,source,,SH44 - 07 - 00,62.07
11404,ur-ku₃-nun-na[]PN,P290742.8.1,P290742,recipient,,AS06 - 00 - 00,72.0
11405,ur-ku₃-nun-na[]PN,P290742.12.1,P290742,,dubsar[scribe]N,AS06 - 00 - 00,72.0
11406,lu₂-{d}nin-gir₂-su[]PN,P290742.14.2,P290742,,sipad[shepherd]N,AS06 - 00 - 00,72.0
11407,be-li₂-i₃-li₂-ta[]PN,P290411.18.2,P290411,source,,SS01 - 04? - 16 // SS01 - 05? - 16,76.0416
11408,lu₂-{d}suen[]PN,P290411.20.2,P290411,intermediary,dubsar[scribe]N,SS01 - 04? - 16 // SS01 - 05? - 16,76.0416
11409,ur-{d}šul-pa-e₃[]PN,P290414.17.1,P290414,,dubsar[scribe]N,SS01 - 05 - 25,76.0525
11410,ur-{d}ha-ia₃[]PN,P290414.19.2,P290414,,arad[slave]N,SS01 - 05 - 25,76.0525
11411,ur-mes[]PN,P290500.9.1,P290500,,ensik[ruler]N,0000 - 00 - 00,0.0
11412,ku₃-{d}nanna[]PN,P290500.19.1,P290500,,ensik[ruler]N,0000 - 00 - 00,0.0
11413,lu₂-{d}nanna[]PN,P290500.20.3,P290500,,,0000 - 00 - 00,0.0
11414,lu₂-{d}nanna[]PN,P290500.21.3,P290500,,,0000 - 00 - 00,0.0
11415,šeš-kal-la[]PN,P290500.25.2,P290500,,,0000 - 00 - 00,0.0
11416,a₂-pi-la-ša[]PN,P290500.29.2,P290500,,,0000 - 00 - 00,0.0
11417,zu₂-ga-li-ta[]PN,P290521.12.2,P290521,source,,SS07 - 04 - XX,82.04
11418,ur-{d}šul-pa-e₃[]PN,P290521.20.1,P290521,,dubsar[scribe]N,SS07 - 04 - XX,82.04
11419,ur-{d}ha-ia₃[]PN,P290521.22.2,P290521,,arad[slave]N,SS07 - 04 - XX,82.04
11420,in-ta-e₃-a-ta[]PN,P290157.7.2,P290157,source,,SS05 - 00 - 00,80.0
11421,ur-ku₃-nun-na[]PN,P290157.8.1,P290157,recipient,,SS05 - 00 - 00,80.0
11422,na-lu₅-ta[]PN,P211358.5.2,P211358,source,,SH47 - 11 - 01,65.1101
11423,na-sa₆[]PN,P211358.6.1,P211358,recipient,,SH47 - 11 - 01,65.1101
11424,lu₂-sa₆-ga[]PN,P211358.12.1,P211358,,dubsar[scribe]N,SH47 - 11 - 01,65.1101
11425,gu-za-ni[]PN,P211358.14.2,P211358,,kurušda[fattener]N,SH47 - 11 - 01,65.1101
11426,nu-ur₂-{d}suen[]PN,P211361.5.2,P211361,intermediary,dubsar[scribe]N,SS07 - 03 - 08,82.0308
11427,ARAD₂-mu[]PN,P211363.8.1,P211363,representative,,SS01 - 12 - 17,76.1217
11428,nu-ur₂-{d}iškur[]PN,P211363.13.2,P211363,intermediary,dubsar[scribe]N,SS01 - 12 - 17,76.1217
11429,ib-ni-dingir[]PN,P211366.6.3,P211366,,,ASXX - XX - 29,0.0029
11430,ik-šu-dum[]PN,P211366.9.1,P211366,,,ASXX - XX - 29,0.0029
11431,a-hu-a[]PN,P211366.10.3,P211366,,nubanda[overseer]N,ASXX - XX - 29,0.0029
11432,ab-ba-sa₆-ga[]PN,P211366.13.1,P211366,new owner,,ASXX - XX - 29,0.0029
11433,ARAD₂-mu[]PN,P211368.5.1,P211368,representative,,SS09 - 12 - 18,84.12180000000002
11434,ur-{d}šul-pa-e₃[]PN,P211368.22.1,P211368,,dubsar[scribe]N,SS09 - 12 - 18,84.12180000000002
11435,ur-{d}ha-ia₃[]PN,P211368.24.2,P211368,,arad[slave]N,SS09 - 12 - 18,84.12180000000002
11436,hu-un-{d}šul-gi[]PN,P390954.6.1,P390954,,,SS06 - 09 - 09,81.0909
11437,šu-ru-uš-ki-in[]PN,P390954.10.1,P390954,,,SS06 - 09 - 09,81.0909
11438,in-ta-e₃-a[]PN,P390954.12.1,P390954,recipient,,SS06 - 09 - 09,81.0909
11439,{d}nanna-ma-ba[]PN,P390954.15.2,P390954,intermediary,,SS06 - 09 - 09,81.0909
11440,{d}nanna-ma-ba[]PN,P390954.28.1,P390954,,dubsar[scribe]N,SS06 - 09 - 09,81.0909
11441,u₂-na-ab-še-en₆[]PN,P390954.30.2,P390954,,arad[slave]N,SS06 - 09 - 09,81.0909
11442,{d}nanna-ma-ba[]PN,P390955.6.2,P390955,intermediary,dubsar[scribe]N,IS02 - 06 - 16,86.0616
11443,{d}nanna-ma-ba[]PN,P390955.17.1,P390955,,dubsar[scribe]N,IS02 - 06 - 16,86.0616
11444,u₂-na-ab-še-en₆[]PN,P390955.19.2,P390955,,arad[slave]N,IS02 - 06 - 16,86.0616
11445,ur-{d}ba-ba₆[]PN,P390957.6.1,P390957,,muhaldim[cook]N,AS07 - 02 - 06,73.0206
11446,u₂-ta₂-mi-šar-ra-am-ta[]PN,P390957.9.2,P390957,source,,AS07 - 02 - 06,73.0206
11447,be-li₂-a-zu-ta[]PN,P390958.16.2,P390958,source,,SH47 - 02 - 00,65.02
11448,lu₂-{d}nanna[]PN,P390958.17.2,P390958,intermediary,šagia[cup-bearer]N,SH47 - 02 - 00,65.02
11449,inim-{d}nanna[]PN,P390961.3.3,P390961,,,SS08 - 06 - 26,83.0626
11450,šeš-kal-la[]PN,P390961.4.3,P390961,,,SS08 - 06 - 26,83.0626
11451,ša₃-ga-na-kum[]PN,P390961.5.3,P390961,,,SS08 - 06 - 26,83.0626
11452,in-ta-e₃-a[]PN,P390961.8.1,P390961,recipient,,SS08 - 06 - 26,83.0626
11453,nu-ur₂-{d}suen[]PN,P390961.10.2,P390961,intermediary,dubsar[scribe]N,SS08 - 06 - 26,83.0626
11454,lu₂-dingir-ra-ta[]PN,P390964.5.2,P390964,source,,SS08 - 04 - 00,83.04
11455,ur-šu-ga-lam-ma[]PN,P390964.6.1,P390964,recipient,,SS08 - 04 - 00,83.04
11456,lu₂-{d}suen[]PN,P390964.9.2,P390964,,,SS08 - 04 - 00,83.04
11457,lu₂-{d}suen[]PN,P390964.13.1,P390964,,,SS08 - 04 - 00,83.04
11458,ur-sa₆-ga[]PN,P390964.14.2,P390964,,sipad[shepherd]N,SS08 - 04 - 00,83.04
11459,ab-ba-sa₆-ga-ta[]PN,P390971.6.2,P390971,source,,AS08 - 11 - 01,74.1101
11460,en-dingir-mu[]PN,P390974.11.2,P390974,,,AS08 - 01 - 00,74.01
11461,in-ta-e₃-a-ta[]PN,P390976.10.2,P390976,source,,AS07 - 07 - 05,73.0705
11462,ša₃-kal-la[]PN,P390977.6.2,P390977,new owner,,SH45 - XX - XX,63.0
11463,lu₂-{d}nanna[]PN,P390977.7.4,P390977,new owner,,SH45 - XX - XX,63.0
11464,ab-ba-sa₆-ga-ta[]PN,P390978.6.2,P390978,source,,AS06 - 08 - 16,72.0816
11465,da-da-ta[]PN,P390980.5.2,P390980,source,,SS08] - 03 - 30,0.033
11466,ur-šu-ga-lam-ma[]PN,P390980.6.1,P390980,recipient,,SS08] - 03 - 30,0.033
11467,lu₂-{d}nin-gir₂-su[]PN,P390980.9.2,P390980,,,SS08] - 03 - 30,0.033
11468,lu₂-{d}nin-gir₂-su[]PN,P390980.13.1,P390980,,dubsar[scribe]N,SS08] - 03 - 30,0.033
11469,ur-šu-ga-lam-ma[]PN,P390980.15.2,P390980,,,SS08] - 03 - 30,0.033
11470,lugal-inim-gi-na[]PN,P390983.3.4,P390983,new owner,,SH46 - 09 - 07,64.0907
11471,{d}nanše-GIR₂@g-gal[]PN,P390983.6.1,P390983,representative,,SH46 - 09 - 07,64.0907
11472,na-ap-la-nu-um[]PN,P390983.7.4,P390983,,,SH46 - 09 - 07,64.0907
11473,lu₂-{d}nanna[]PN,P390983.8.2,P390983,new owner,,SH46 - 09 - 07,64.0907
11474,al-la-mu[]PN,P390983.12.3,P390983,,šuʾi[barber]N,SH46 - 09 - 07,64.0907
11475,ARAD₂-mu[]PN,P390983.13.1,P390983,representative,,SH46 - 09 - 07,64.0907
11476,a₂-bi₂-la-ša[]PN,P390983.15.2,P390983,new owner,,SH46 - 09 - 07,64.0907
11477,da-a-ga[]PN,P390983.16.1,P390983,representative,,SH46 - 09 - 07,64.0907
11478,gu-še[]PN,P390986.4.1,P390986,,,SH46 - 06 - 24?,64.0624
11479,ib-ni-{d}iškur[]PN,P390992.10.2,P390992,,,IS01 - 09 - 00,85.09
11480,{d}i-bi₂-{d}suen[]PN,P390992.12.2,P390992,,lugal[king]N,IS01 - 09 - 00,85.09
11481,ib-ni-{d}iškur[]PN,P390992.22.1,P390992,,dubsar[scribe]N,IS01 - 09 - 00,85.09
11482,{d}utu-ma-ba[]PN,P390992.24.2,P390992,,arad[slave]N,IS01 - 09 - 00,85.09
11483,ab-ba-sa₆-ga-ta[]PN,P390993.10.2,P390993,source,,AS03 - 11 - 15],69.11149999999999
11484,in-ta-e₃-a[]PN,P390993.11.1,P390993,recipient,,AS03 - 11 - 15],69.11149999999999
11485,{d}en-lil₂-la₂[]PN,P390993.13.5,P390993,,,AS03 - 11 - 15],69.11149999999999
11486,e-kal-lum[]PN,P390995.5.3,P390995,,,AS09 - 00 - 00,75.0
11487,lu₂-dingir-ra-ta[]PN,P390996.10.2,P390996,source,,AS01 - 04 - XX,67.04
11488,ur-nigar{gar}[]PN,P390996.11.1,P390996,recipient,,AS01 - 04 - XX,67.04
11489,{d}amar-{d}suen[]PN,P390996.14.2,P390996,,lugal[king]N,AS01 - 04 - XX,67.04
11490,lugal-a₂-zi-da[]PN,P390999.3.3,P390999,,šabra[administrator]N,SS04 - 02 - XX,79.02
11491,nu-ur₂-{d}šu-{d}suen[]PN,P390999.5.3,P390999,,,SS04 - 02 - XX,79.02
11492,in-ta-e₃-a[]PN,P390999.13.1,P390999,recipient,,SS04 - 02 - XX,79.02
11493,{d}nanna-ma-ba[]PN,P390999.14.2,P390999,intermediary,dubsar[scribe]N,SS04 - 02 - XX,79.02
11494,ki-{d}suen[]PN,P391001.4.1,P391001,,,AS08 - 07 - 30,74.07300000000001
11495,da-da-a-ta[]PN,P391001.5.2,P391001,source,,AS08 - 07 - 30,74.07300000000001
11496,ab-ba-sa₆-ga[]PN,P391001.10.1,P391001,new owner,,AS08 - 07 - 30,74.07300000000001
11497,ARAD₂-mu[]PN,P391005.8.1,P391005,representative,,SS09 - 09 - 08,84.0908
11498,ur-ku₃-nun-na-ta[]PN,P391005.11.2,P391005,source,,SS09 - 09 - 08,84.0908
11499,{d}nanna-ma-ba[]PN,P391005.13.2,P391005,intermediary,,SS09 - 09 - 08,84.0908
11500,lu₂-ša-lim[]PN,P391005.14.2,P391005,,,SS09 - 09 - 08,84.0908
11501,{d}nanna-ma-ba[]PN,P391005.26.1,P391005,,dubsar[scribe]N,SS09 - 09 - 08,84.0908
11502,u₂-na-ab-še-en₆[]PN,P391005.28.2,P391005,,arad[slave]N,SS09 - 09 - 08,84.0908
11503,ARAD₂-mu[]PN,P391013.12.1,P391013,representative,,XXXX - XX - 09,0.0009
11504,a₂-bi₂-li₂-a[]PN,P391017.19.2,P391017,,,SH39 - 02 - 00,57.02
11505,ur-lugal-ta[]PN,P391022.4.2,P391022,source,,SS02 - 00 - 00,77.0
11506,ur-mes[]PN,P391022.5.1,P391022,recipient,,SS02 - 00 - 00,77.0
11507,{d}en-ki[]PN,P391022.9.3,P391022,,,SS02 - 00 - 00,77.0
11508,ur-mes[]PN,P391022.11.1,P391022,,,SS02 - 00 - 00,77.0
11509,la-na[]PN,P391022.12.2,P391022,,kurušda[fattener]N,SS02 - 00 - 00,77.0
11510,i-di₃-e₂-a[]PN,P391023.3.3,P391023,,,SH44 - 11 - 04,62.1104
11511,ur-nigar{gar}[]PN,P391023.4.3,P391023,,kaguruk[supervisor]N,SH44 - 11 - 04,62.1104
